name,library,run,query_name,filter_reason
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/19138016/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/21366006/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/22088008/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/23595547/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/25887247/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/30409659/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/34996911/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/41223902/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/42797065/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/43583797/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/45156510/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/50528909/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/52757675/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/55707383/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/58721146/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/60950105/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/62456779/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/66849052/ccs,termini3 clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/68354811/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/69797888/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/70518784/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/74973646/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/77859184/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/79364409/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/83755915/ccs,spacer clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/85920237/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/90374206/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/95422296/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/104858685/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/111413351/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/113640103/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/115083448/ccs,spacer clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/117310392/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/121702585/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/122423709/ccs,spacer clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/123144371/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/123865505/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/126092931/ccs,spacer clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/126814776/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/130549031/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/132056007/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/134349206/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/135793329/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/137300725/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/138807201/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/142543557/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/145557217/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/146342084/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/147064348/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/150800246/ccs,spacer clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/153092518/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/154536463/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/155320907/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/159778074/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/162727165/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/164169322/ccs,termini3 clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/164890229/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/166332638/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/167774137/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/169215819/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/172033167/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/174721078/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/176095530/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/1704134/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/3409899/ccs,spacer clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/3999957/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/10813783/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/13436107/ccs,termini3 clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/17695273/ccs/rev,spacer clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/21366115/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/24380505/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/26609110/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/27331403/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/29624215/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/34211084/ccs,spacer clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/37290861/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/38799955/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/52757696/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/54985333/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/56429306/ccs,spacer clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/58721187/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/59443232/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/62456832/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/63179237/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/72745943/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/75694844/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/76416380/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/80085696/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/81528655/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/85920238/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/90374221/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/97585845/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/99027572/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/101253264/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/102695513/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/112134976/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/113640120/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/114361758/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/115804824/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/117310422/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/118753581/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/120259414/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/121702624/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/123865527/ccs,spacer clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/124649549/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/129827272/ccs,termini5 mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/130549037/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/134349269/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/135793335/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/139529035/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/142543574/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/143328414/ccs,spacer clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/144050349/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/149293633/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/151585099/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/153092542/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/156043057/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/160499991/ccs,spacer clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/164169534/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/169936225/ccs,gene mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/172033206/ccs,spacer clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/173409301/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/177406344/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/178653809/ccs,spacer clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/179962723/ccs,spacer clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/3999977/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/4589851/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/8913168/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/11468847/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/14093100/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/14812799/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/19859286/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/20644084/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/21366174/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/26609130/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/27331405/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/31917560/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/34997071/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/35719975/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/36505231/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/38799963/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/41223989/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/45941752/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/46727551/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/48235907/ccs/rev,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/49021199/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/50528965/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/52035692/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/54263990/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/60227756/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/60950535/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/63179259/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/64684753/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/66127672/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/67633232/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/69076641/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/69797892/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/73467808/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/77137586/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/81528675/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/83034268/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/86705010/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/88147612/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/88868847/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/90374265/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/101974622/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/106301539/ccs,spacer clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/108527897/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/109249418/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/111413453/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/112197677/ccs,spacer clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/112918971/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/115804907/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/116588905/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/117310450/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/120980697/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/121702640/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/123144393/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/133563476/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/138807271/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/143328468/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/146342276/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/147849345/ccs,gene clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/150078182/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/152307723/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/159056425/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/161284159/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/162005663/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/162727237/ccs,spacer clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/168495065/ccs,spacer clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/169216079/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/170656591/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/172033245/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/173409323/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/174721110/ccs,barcode clip3
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/175377234/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/176750930/ccs,spacer mutation_nt_count
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/178061434/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/1114753/ccs,termini5 clip5
Fc-Lib01_run1,Fc-Lib01,run1,m64060_220826_192503/4000019/ccs,termini5 clip5
